ISSN,Full Title,SCI/SCIE,Impact Factor,Rank,Category
1538-2931,CIN-COMPUTERS INFORMATICS NURSING,SCIE,0.868,19,MEDICAL INFORMATICS
2168-4790,THERAPEUTIC INNOVATION & REGULATORY SCIENCE,SCIE,0.511,20,MEDICAL INFORMATICS
0009-9147,CLINICAL CHEMISTRY,SCI,7.457,1,MEDICAL LABORATORY TECHNOLOGY
1931-5244,TRANSLATIONAL RESEARCH,SCI,4.557,2,MEDICAL LABORATORY TECHNOLOGY
1040-8363,CRITICAL REVIEWS IN CLINICAL LABORATORY SCIENCES,SCI,4.167,3,MEDICAL LABORATORY TECHNOLOGY
1330-0962,BIOCHEMIA MEDICA,SCIE,3.051,4,MEDICAL LABORATORY TECHNOLOGY
1434-6621,CLINICAL CHEMISTRY AND LABORATORY MEDICINE,SCI,3.017,5,MEDICAL LABORATORY TECHNOLOGY
1552-4949,CYTOMETRY PART B-CLINICAL CYTOMETRY,SCI,2.822,6,MEDICAL LABORATORY TECHNOLOGY
0009-8981,CLINICA CHIMICA ACTA,SCI,2.799,7,MEDICAL LABORATORY TECHNOLOGY
0003-9985,ARCHIVES OF PATHOLOGY & LABORATORY MEDICINE,SCI,2.631,8,MEDICAL LABORATORY TECHNOLOGY
0009-9120,CLINICAL BIOCHEMISTRY,SCI,2.382,9,MEDICAL LABORATORY TECHNOLOGY
0065-2423,ADVANCES IN CLINICAL CHEMISTRY,SCI,2.295,10,MEDICAL LABORATORY TECHNOLOGY
0004-5632,ANNALS OF CLINICAL BIOCHEMISTRY,SCI,2.119,11,MEDICAL LABORATORY TECHNOLOGY
0163-4356,THERAPEUTIC DRUG MONITORING,SCI,2.094,12,MEDICAL LABORATORY TECHNOLOGY
0740-2570,SEMINARS IN DIAGNOSTIC PATHOLOGY,SCI,1.956,13,MEDICAL LABORATORY TECHNOLOGY
2234-3806,ANNALS OF LABORATORY MEDICINE,SCIE,1.870,14,MEDICAL LABORATORY TECHNOLOGY
1947-5535,BIOPRESERVATION AND BIOBANKING,SCIE,1.804,15,MEDICAL LABORATORY TECHNOLOGY
0272-2712,CLINICS IN LABORATORY MEDICINE,SCIE,1.690,16,MEDICAL LABORATORY TECHNOLOGY
1541-2016,APPLIED IMMUNOHISTOCHEMISTRY & MOLECULAR MORPHOLOGY,SCI,1.553,17,MEDICAL LABORATORY TECHNOLOGY
0887-8013,JOURNAL OF CLINICAL LABORATORY ANALYSIS,SCI,1.549,18,MEDICAL LABORATORY TECHNOLOGY
1388-0209,PHARMACEUTICAL BIOLOGY,SCIE,1.546,19,MEDICAL LABORATORY TECHNOLOGY
1746-8094,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,SCIE,1.521,20,MEDICAL LABORATORY TECHNOLOGY
0967-4845,BRITISH JOURNAL OF BIOMEDICAL SCIENCE,SCI,1.245,21,MEDICAL LABORATORY TECHNOLOGY
8755-1039,DIAGNOSTIC CYTOPATHOLOGY,SCIE,0.980,22,MEDICAL LABORATORY TECHNOLOGY
1433-6510,CLINICAL LABORATORY,SCIE,0.936,23,MEDICAL LABORATORY TECHNOLOGY
0091-7370,ANNALS OF CLINICAL AND LABORATORY SCIENCE,SCI,0.846,24,MEDICAL LABORATORY TECHNOLOGY
0007-5027,LABMEDICINE,SCIE,0.561,25,MEDICAL LABORATORY TECHNOLOGY
0970-9371,JOURNAL OF CYTOLOGY,SCIE,0.463,26,MEDICAL LABORATORY TECHNOLOGY
0003-3898,ANNALES DE BIOLOGIE CLINIQUE,SCIE,0.284,27,MEDICAL LABORATORY TECHNOLOGY
0342-3026,LABORATORIUMSMEDIZIN-JOURNAL OF LABORATORY MEDICINE,SCIE,0.104,28,MEDICAL LABORATORY TECHNOLOGY
0325-2957,ACTA BIOQUIMICA CLINICA LATINOAMERICANA,SCIE,0.074,29,MEDICAL LABORATORY TECHNOLOGY
0923-2532,IMMUNO-ANALYSE & BIOLOGIE SPECIALISEE,,0.074,29,MEDICAL LABORATORY TECHNOLOGY
0028-4793,NEW ENGLAND JOURNAL OF MEDICINE,SCI,59.558,1,"MEDICINE, GENERAL & INTERNAL"
0140-6736,LANCET,SCI,44.002,2,"MEDICINE, GENERAL & INTERNAL"
0098-7484,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,SCI,37.684,3,"MEDICINE, GENERAL & INTERNAL"
1756-1833,BMJ-BRITISH MEDICAL JOURNAL,SCI,19.697,4,"MEDICINE, GENERAL & INTERNAL"
0003-4819,ANNALS OF INTERNAL MEDICINE,SCI,16.440,5,"MEDICINE, GENERAL & INTERNAL"
2168-6106,JAMA INTERNAL MEDICINE,SCI,14.000,6,"MEDICINE, GENERAL & INTERNAL"
1549-1676,PLOS MEDICINE,SCIE,13.585,7,"MEDICINE, GENERAL & INTERNAL"
1741-7015,BMC MEDICINE,SCI,8.005,8,"MEDICINE, GENERAL & INTERNAL"
2190-5991,JOURNAL OF CACHEXIA SARCOPENIA AND MUSCLE,SCIE,7.883,9,"MEDICINE, GENERAL & INTERNAL"
0954-6820,JOURNAL OF INTERNAL MEDICINE,SCI,7.803,10,"MEDICINE, GENERAL & INTERNAL"
0820-3946,CANADIAN MEDICAL ASSOCIATION JOURNAL,SCI,6.724,11,"MEDICINE, GENERAL & INTERNAL"
0025-6196,MAYO CLINIC PROCEEDINGS,SCI,5.920,12,"MEDICINE, GENERAL & INTERNAL"
0002-9343,AMERICAN JOURNAL OF MEDICINE,SCI,5.610,13,"MEDICINE, GENERAL & INTERNAL"
1544-1709,ANNALS OF FAMILY MEDICINE,SCIE,5.087,14,"MEDICINE, GENERAL & INTERNAL"
1931-5244,TRANSLATIONAL RESEARCH,SCI,4.557,15,"MEDICINE, GENERAL & INTERNAL"
0749-3797,AMERICAN JOURNAL OF PREVENTIVE MEDICINE,SCI,4.465,16,"MEDICINE, GENERAL & INTERNAL"
0785-3890,ANNALS OF MEDICINE,SCI,3.763,17,"MEDICINE, GENERAL & INTERNAL"
1866-0452,DEUTSCHES ARZTEBLATT INTERNATIONAL,SCIE,3.738,18,"MEDICINE, GENERAL & INTERNAL"
0269-2163,PALLIATIVE MEDICINE,SCI,3.685,19,"MEDICINE, GENERAL & INTERNAL"
0884-8734,JOURNAL OF GENERAL INTERNAL MEDICINE,SCI,3.494,20,"MEDICINE, GENERAL & INTERNAL"
0025-729X,MEDICAL JOURNAL OF AUSTRALIA,SCI,3.369,21,"MEDICINE, GENERAL & INTERNAL"
0192-415X,AMERICAN JOURNAL OF CHINESE MEDICINE,SCIE,2.959,22,"MEDICINE, GENERAL & INTERNAL"
0007-1420,BRITISH MEDICAL BULLETIN,SCI,2.921,23,"MEDICINE, GENERAL & INTERNAL"
0091-7435,PREVENTIVE MEDICINE,SCI,2.893,24,"MEDICINE, GENERAL & INTERNAL"
1460-2725,QJM-AN INTERNATIONAL JOURNAL OF MEDICINE,SCI,2.824,25,"MEDICINE, GENERAL & INTERNAL"
0960-1643,BRITISH JOURNAL OF GENERAL PRACTICE,SCI,2.741,26,"MEDICINE, GENERAL & INTERNAL"
0014-2972,EUROPEAN JOURNAL OF CLINICAL INVESTIGATION,SCI,2.687,27,"MEDICINE, GENERAL & INTERNAL"
0885-3924,JOURNAL OF PAIN AND SYMPTOM MANAGEMENT,SCIE,2.649,28,"MEDICINE, GENERAL & INTERNAL"
0300-7995,CURRENT MEDICAL RESEARCH AND OPINION,SCI,2.643,29,"MEDICINE, GENERAL & INTERNAL"
0953-6205,EUROPEAN JOURNAL OF INTERNAL MEDICINE,SCIE,2.591,30,"MEDICINE, GENERAL & INTERNAL"
2044-6055,BMJ OPEN,SCIE,2.562,31,"MEDICINE, GENERAL & INTERNAL"
1350-6129,AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS,SCI,2.351,32,"MEDICINE, GENERAL & INTERNAL"
1828-0447,INTERNAL AND EMERGENCY MEDICINE,SCIE,2.340,33,"MEDICINE, GENERAL & INTERNAL"
0025-7125,MEDICAL CLINICS OF NORTH AMERICA,SCI,2.333,34,"MEDICINE, GENERAL & INTERNAL"
1526-2375,PAIN MEDICINE,SCIE,2.324,35,"MEDICINE, GENERAL & INTERNAL"
1449-1907,INTERNATIONAL JOURNAL OF MEDICAL SCIENCES,SCIE,2.232,36,"MEDICINE, GENERAL & INTERNAL"
1368-5031,INTERNATIONAL JOURNAL OF CLINICAL PRACTICE,SCI,2.226,37,"MEDICINE, GENERAL & INTERNAL"
1553-5592,JOURNAL OF HOSPITAL MEDICINE,SCIE,2.143,38,"MEDICINE, GENERAL & INTERNAL"
2059-8696,JOURNAL OF INVESTIGATIVE MEDICINE,,2.085,39,"MEDICINE, GENERAL & INTERNAL"
0032-3772,POLSKIE ARCHIWUM MEDYCYNY WEWNETRZNEJ-POLISH ARCHIVES OF INTERNAL MEDICINE,SCIE,2.054,40,"MEDICINE, GENERAL & INTERNAL"
1099-3460,JOURNAL OF URBAN HEALTH-BULLETIN OF THE NEW YORK ACADEMY OF MEDICINE,SCIE,2.046,41,"MEDICINE, GENERAL & INTERNAL"
1540-9996,JOURNAL OF WOMENS HEALTH,SCI,2.032,42,"MEDICINE, GENERAL & INTERNAL"
0263-2136,FAMILY PRACTICE,SCIE,2.022,43,"MEDICINE, GENERAL & INTERNAL"
0929-6646,JOURNAL OF THE FORMOSAN MEDICAL ASSOCIATION,SCI,2.018,44,"MEDICINE, GENERAL & INTERNAL"
1557-2625,JOURNAL OF THE AMERICAN BOARD OF FAMILY MEDICINE,SCIE,1.989,45,"MEDICINE, GENERAL & INTERNAL"
0032-5481,POSTGRADUATE MEDICINE,SCI,1.906,46,"MEDICINE, GENERAL & INTERNAL"
0002-838X,AMERICAN FAMILY PHYSICIAN,SCIE,1.876,47,"MEDICINE, GENERAL & INTERNAL"
1195-1982,JOURNAL OF TRAVEL MEDICINE,SCIE,1.868,48,"MEDICINE, GENERAL & INTERNAL"
1734-1922,ARCHIVES OF MEDICAL SCIENCE,SCIE,1.812,49,"MEDICINE, GENERAL & INTERNAL"
0891-1150,CLEVELAND CLINIC JOURNAL OF MEDICINE,SCIE,1.792,50,"MEDICINE, GENERAL & INTERNAL"
0141-0768,JOURNAL OF THE ROYAL SOCIETY OF MEDICINE,SCI,1.784,51,"MEDICINE, GENERAL & INTERNAL"
0300-9734,UPSALA JOURNAL OF MEDICAL SCIENCES,SCIE,1.739,52,"MEDICINE, GENERAL & INTERNAL"
1177-889X,PATIENT PREFERENCE AND ADHERENCE,SCIE,1.718,53,"MEDICINE, GENERAL & INTERNAL"
1226-3303,KOREAN JOURNAL OF INTERNAL MEDICINE,SCIE,1.679,54,"MEDICINE, GENERAL & INTERNAL"
1088-0224,AMERICAN JOURNAL OF MANAGED CARE,SCIE,1.657,55,"MEDICINE, GENERAL & INTERNAL"
1471-2296,BMC FAMILY PRACTICE,SCIE,1.641,56,"MEDICINE, GENERAL & INTERNAL"
0032-5473,POSTGRADUATE MEDICAL JOURNAL,SCI,1.633,57,"MEDICINE, GENERAL & INTERNAL"
1470-2118,CLINICAL MEDICINE,SCI,1.632,58,"MEDICINE, GENERAL & INTERNAL"
0031-0808,PANMINERVA MEDICA,SCIE,1.600,59,"MEDICINE, GENERAL & INTERNAL"
0008-350X,CANADIAN FAMILY PHYSICIAN,SCIE,1.584,60,"MEDICINE, GENERAL & INTERNAL"
0002-9629,AMERICAN JOURNAL OF THE MEDICAL SCIENCES,SCI,1.575,61,"MEDICINE, GENERAL & INTERNAL"
0281-3432,SCANDINAVIAN JOURNAL OF PRIMARY HEALTH CARE,SCIE,1.556,62,"MEDICINE, GENERAL & INTERNAL"
1424-7860,SWISS MEDICAL WEEKLY,SCI,1.549,63,"MEDICINE, GENERAL & INTERNAL"
1444-0903,INTERNAL MEDICINE JOURNAL,SCI,1.526,64,"MEDICINE, GENERAL & INTERNAL"
0256-9574,SAMJ SOUTH AFRICAN MEDICAL JOURNAL,SCI,1.500,65,"MEDICINE, GENERAL & INTERNAL"
0300-2977,NETHERLANDS JOURNAL OF MEDICINE,SCI,1.489,66,"MEDICINE, GENERAL & INTERNAL"
0353-9504,CROATIAN MEDICAL JOURNAL,SCIE,1.483,67,"MEDICINE, GENERAL & INTERNAL"
0971-5916,INDIAN JOURNAL OF MEDICAL RESEARCH,SCI,1.446,68,"MEDICINE, GENERAL & INTERNAL"
1993-2820,LIBYAN JOURNAL OF MEDICINE,SCIE,1.429,69,"MEDICINE, GENERAL & INTERNAL"
1381-4788,EUROPEAN JOURNAL OF GENERAL PRACTICE,SCIE,1.364,70,"MEDICINE, GENERAL & INTERNAL"
1807-5932,CLINICS,SCIE,1.328,71,"MEDICINE, GENERAL & INTERNAL"
0011-5029,DM DISEASE-A-MONTH,SCI,1.313,72,"MEDICINE, GENERAL & INTERNAL"
0040-8727,TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE,SCI,1.287,73,"MEDICINE, GENERAL & INTERNAL"
0025-7753,MEDICINA CLINICA,SCI,1.267,74,"MEDICINE, GENERAL & INTERNAL"
1011-8934,JOURNAL OF KOREAN MEDICAL SCIENCE,SCI,1.256,75,"MEDICINE, GENERAL & INTERNAL"
0026-4806,MINERVA MEDICA,SCIE,1.236,76,"MEDICINE, GENERAL & INTERNAL"
0025-7974,MEDICINE,SCI,1.206,77,"MEDICINE, GENERAL & INTERNAL"
2050-1161,SEXUAL MEDICINE,SCIE,1.188,78,"MEDICINE, GENERAL & INTERNAL"
1011-7571,MEDICAL PRINCIPLES AND PRACTICE,SCIE,1.159,79,"MEDICINE, GENERAL & INTERNAL"
0021-1265,IRISH JOURNAL OF MEDICAL SCIENCE,SCIE,1.158,80,"MEDICINE, GENERAL & INTERNAL"
0513-5796,YONSEI MEDICAL JOURNAL,SCI,1.154,81,"MEDICINE, GENERAL & INTERNAL"
0212-6567,ATENCION PRIMARIA,SCIE,1.098,82,"MEDICINE, GENERAL & INTERNAL"
0027-9684,JOURNAL OF THE NATIONAL MEDICAL ASSOCIATION,SCIE,1.067,83,"MEDICINE, GENERAL & INTERNAL"
1356-1294,JOURNAL OF EVALUATION IN CLINICAL PRACTICE,SCIE,1.053,84,"MEDICINE, GENERAL & INTERNAL"
0304-4602,ANNALS ACADEMY OF MEDICINE SINGAPORE,SCIE,1.041,85,"MEDICINE, GENERAL & INTERNAL"
0755-4982,PRESSE MEDICALE,SCI,1.015,86,"MEDICINE, GENERAL & INTERNAL"
1726-4901,JOURNAL OF THE CHINESE MEDICAL ASSOCIATION,SCIE,1.013,87,"MEDICINE, GENERAL & INTERNAL"
0742-3225,FAMILY MEDICINE,SCI,0.981,88,"MEDICINE, GENERAL & INTERNAL"
2245-1919,DANISH MEDICAL JOURNAL,SCI,0.972,89,"MEDICINE, GENERAL & INTERNAL"
0026-4075,MILITARY MEDICINE,SCIE,0.969,90,"MEDICINE, GENERAL & INTERNAL"
0366-6999,CHINESE MEDICAL JOURNAL,SCI,0.957,91,"MEDICINE, GENERAL & INTERNAL"
1516-3180,SAO PAULO MEDICAL JOURNAL,SCIE,0.955,92,"MEDICINE, GENERAL & INTERNAL"
1029-2977,ARCHIVES OF IRANIAN MEDICINE,SCIE,0.931,93,"MEDICINE, GENERAL & INTERNAL"
0970-258X,NATIONAL MEDICAL JOURNAL OF INDIA,SCI,0.907,94,"MEDICINE, GENERAL & INTERNAL"
0248-8663,REVUE DE MEDECINE INTERNE,SCIE,0.905,95,"MEDICINE, GENERAL & INTERNAL"
1024-2708,HONG KONG MEDICAL JOURNAL,SCIE,0.887,96,"MEDICINE, GENERAL & INTERNAL"
0038-4348,SOUTHERN MEDICAL JOURNAL,SCI,0.882,97,"MEDICINE, GENERAL & INTERNAL"
1565-1088,ISRAEL MEDICAL ASSOCIATION JOURNAL,SCIE,0.879,98,"MEDICINE, GENERAL & INTERNAL"
1657-9534,COLOMBIA MEDICA,SCIE,0.873,99,"MEDICINE, GENERAL & INTERNAL"
0022-3859,JOURNAL OF POSTGRADUATE MEDICINE,SCIE,0.870,100,"MEDICINE, GENERAL & INTERNAL"
0043-5325,WIENER KLINISCHE WOCHENSCHRIFT,SCI,0.836,101,"MEDICINE, GENERAL & INTERNAL"
0918-2918,INTERNAL MEDICINE,SCIE,0.832,102,"MEDICINE, GENERAL & INTERNAL"
1735-1995,JOURNAL OF RESEARCH IN MEDICAL SCIENCES,SCIE,0.812,103,"MEDICINE, GENERAL & INTERNAL"
0095-4543,PRIMARY CARE,SCIE,0.760,104,"MEDICINE, GENERAL & INTERNAL"
0014-2565,REVISTA CLINICA ESPANOLA,SCIE,0.760,104,"MEDICINE, GENERAL & INTERNAL"
0300-8495,AUSTRALIAN FAMILY PHYSICIAN,SCIE,0.759,106,"MEDICINE, GENERAL & INTERNAL"
0095-6562,AVIATION SPACE AND ENVIRONMENTAL MEDICINE,,0.755,107,"MEDICINE, GENERAL & INTERNAL"
1784-3286,ACTA CLINICA BELGICA,SCIE,0.683,108,"MEDICINE, GENERAL & INTERNAL"
2074-1804,IRANIAN RED CRESCENT MEDICAL JOURNAL,SCIE,0.676,109,"MEDICINE, GENERAL & INTERNAL"
0104-4230,REVISTA DA ASSOCIACAO MEDICA BRASILEIRA,SCIE,0.664,110,"MEDICINE, GENERAL & INTERNAL"
0035-8665,JOURNAL OF THE ROYAL ARMY MEDICAL CORPS,SCIE,0.662,111,"MEDICINE, GENERAL & INTERNAL"
0094-3509,JOURNAL OF FAMILY PRACTICE,SCI,0.658,112,"MEDICINE, GENERAL & INTERNAL"
1680-6905,AFRICAN HEALTH SCIENCES,SCIE,0.642,113,"MEDICINE, GENERAL & INTERNAL"
1010-660X,MEDICINA-LITHUANIA,SCIE,0.609,114,"MEDICINE, GENERAL & INTERNAL"
0025-7680,MEDICINA-BUENOS AIRES,SCI,0.589,115,"MEDICINE, GENERAL & INTERNAL"
1345-4676,JOURNAL OF NIPPON MEDICAL SCHOOL,SCIE,0.586,116,"MEDICINE, GENERAL & INTERNAL"
0037-5675,SINGAPORE MEDICAL JOURNAL,SCIE,0.573,117,"MEDICINE, GENERAL & INTERNAL"
2193-6218,MEDIZINISCHE KLINIK-INTENSIVMEDIZIN UND NOTFALLMEDIZIN,SCIE,0.564,118,"MEDICINE, GENERAL & INTERNAL"
0379-5284,SAUDI MEDICAL JOURNAL,SCIE,0.562,119,"MEDICINE, GENERAL & INTERNAL"
1108-4189,HIPPOKRATIA,SCIE,0.560,120,"MEDICINE, GENERAL & INTERNAL"
1682-024X,PAKISTAN JOURNAL OF MEDICAL SCIENCES,SCIE,0.544,121,"MEDICINE, GENERAL & INTERNAL"
0036-9330,SCOTTISH MEDICAL JOURNAL,SCI,0.542,122,"MEDICINE, GENERAL & INTERNAL"
1119-3077,NIGERIAN JOURNAL OF CLINICAL PRACTICE,SCIE,0.524,123,"MEDICINE, GENERAL & INTERNAL"
1746-0689,INTERNATIONAL JOURNAL OF OSTEOPATHIC MEDICINE,SCIE,0.509,124,"MEDICINE, GENERAL & INTERNAL"
0012-0472,DEUTSCHE MEDIZINISCHE WOCHENSCHRIFT,SCI,0.503,125,"MEDICINE, GENERAL & INTERNAL"
2146-3123,BALKAN MEDICAL JOURNAL,SCIE,0.496,126,"MEDICINE, GENERAL & INTERNAL"
0030-9982,JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION,SCIE,0.488,127,"MEDICINE, GENERAL & INTERNAL"
2385-3956,REVISTA DE INVESTIGACION CLINICA-CLINICAL AND TRANSLATIONAL INVESTIGATION,SCIE,0.477,128,"MEDICINE, GENERAL & INTERNAL"
0006-9248,BRATISLAVA MEDICAL JOURNAL-BRATISLAVSKE LEKARSKE LISTY,SCIE,0.454,129,"MEDICINE, GENERAL & INTERNAL"
0034-9887,REVISTA MEDICA DE CHILE,SCI,0.440,130,"MEDICINE, GENERAL & INTERNAL"
0885-1158,MEDICAL PROBLEMS OF PERFORMING ARTISTS,SCIE,0.435,131,"MEDICINE, GENERAL & INTERNAL"
0353-9466,ACTA CLINICA CROATICA,SCIE,0.412,132,"MEDICINE, GENERAL & INTERNAL"
0042-8450,VOJNOSANITETSKI PREGLED,SCIE,0.355,133,"MEDICINE, GENERAL & INTERNAL"
1022-386X,JCPSP-JOURNAL OF THE COLLEGE OF PHYSICIANS AND SURGEONS PAKISTAN,SCIE,0.343,134,"MEDICINE, GENERAL & INTERNAL"
0020-9554,INTERNIST,SCI,0.336,135,"MEDICINE, GENERAL & INTERNAL"
1300-0144,TURKISH JOURNAL OF MEDICAL SCIENCES,SCIE,0.325,136,"MEDICINE, GENERAL & INTERNAL"
0256-4947,ANNALS OF SAUDI MEDICINE,SCIE,0.311,137,"MEDICINE, GENERAL & INTERNAL"
1646-0758,ACTA MEDICA PORTUGUESA,SCIE,0.304,138,"MEDICINE, GENERAL & INTERNAL"
0023-7213,LAEKNABLADID,SCIE,0.301,139,"MEDICINE, GENERAL & INTERNAL"
1750-8460,BRITISH JOURNAL OF HOSPITAL MEDICINE,SCI,0.298,140,"MEDICINE, GENERAL & INTERNAL"
0030-6002,ORVOSI HETILAP,SCIE,0.291,141,"MEDICINE, GENERAL & INTERNAL"
0370-8179,SRPSKI ARHIV ZA CELOKUPNO LEKARSTVO,SCIE,0.277,142,"MEDICINE, GENERAL & INTERNAL"
0016-3813,GACETA MEDICA DE MEXICO,SCIE,0.263,143,"MEDICINE, GENERAL & INTERNAL"
1547-1896,JAAPA-JOURNAL OF THE AMERICAN ACADEMY OF PHYSICIAN ASSISTANTS,SCIE,0.254,144,"MEDICINE, GENERAL & INTERNAL"
1895-1058,CENTRAL EUROPEAN JOURNAL OF MEDICINE,,0.190,145,"MEDICINE, GENERAL & INTERNAL"
0043-3144,WEST INDIAN MEDICAL JOURNAL,SCIE,0.186,146,"MEDICINE, GENERAL & INTERNAL"
0040-3660,TERAPEVTICHESKII ARKHIV,SCIE,0.182,147,"MEDICINE, GENERAL & INTERNAL"
0025-7826,MEDICINA DELLO SPORT,SCIE,0.163,148,"MEDICINE, GENERAL & INTERNAL"
0393-6384,ACTA MEDICA MEDITERRANEA,SCIE,0.154,149,"MEDICINE, GENERAL & INTERNAL"
0023-5776,KUWAIT MEDICAL JOURNAL,SCIE,0.080,150,"MEDICINE, GENERAL & INTERNAL"
2375-6314,AEROSPACE MEDICINE AND HUMAN PERFORMANCE,SCI,Not Available,151,"MEDICINE, GENERAL & INTERNAL"
1872-4973,FORENSIC SCIENCE INTERNATIONAL-GENETICS,SCIE,4.988,1,"MEDICINE, LEGAL"
0937-9827,INTERNATIONAL JOURNAL OF LEGAL MEDICINE,SCI,2.862,2,"MEDICINE, LEGAL"
0273-2300,REGULATORY TOXICOLOGY AND PHARMACOLOGY,SCI,2.227,3,"MEDICINE, LEGAL"
1355-0306,SCIENCE & JUSTICE,SCIE,1.959,4,"MEDICINE, LEGAL"
0379-0738,FORENSIC SCIENCE INTERNATIONAL,SCI,1.950,5,"MEDICINE, LEGAL"
1547-769X,FORENSIC SCIENCE MEDICINE AND PATHOLOGY,SCIE,1.896,6,"MEDICINE, LEGAL"
1073-1105,JOURNAL OF LAW MEDICINE & ETHICS,SCI,1.613,7,"MEDICINE, LEGAL"
1344-6223,LEGAL MEDICINE,SCIE,1.442,8,"MEDICINE, LEGAL"
0022-1198,JOURNAL OF FORENSIC SCIENCES,SCI,1.322,9,"MEDICINE, LEGAL"
1752-928X,JOURNAL OF FORENSIC AND LEGAL MEDICINE,SCIE,0.870,10,"MEDICINE, LEGAL"
0045-0618,AUSTRALIAN JOURNAL OF FORENSIC SCIENCES,SCIE,0.833,11,"MEDICINE, LEGAL"
0195-7910,AMERICAN JOURNAL OF FORENSIC MEDICINE AND PATHOLOGY,SCIE,0.795,12,"MEDICINE, LEGAL"
0025-8024,MEDICINE SCIENCE AND THE LAW,SCIE,0.569,13,"MEDICINE, LEGAL"
0937-9819,RECHTSMEDIZIN,SCIE,0.324,14,"MEDICINE, LEGAL"
1221-8618,ROMANIAN JOURNAL OF LEGAL MEDICINE,SCIE,0.144,15,"MEDICINE, LEGAL"
1078-8956,NATURE MEDICINE,SCI,30.357,1,"MEDICINE, RESEARCH & EXPERIMENTAL"
1946-6234,SCIENCE TRANSLATIONAL MEDICINE,SCIE,16.264,2,"MEDICINE, RESEARCH & EXPERIMENTAL"
0021-9738,JOURNAL OF CLINICAL INVESTIGATION,SCI,12.575,3,"MEDICINE, RESEARCH & EXPERIMENTAL"
0022-1007,JOURNAL OF EXPERIMENTAL MEDICINE,SCI,11.240,4,"MEDICINE, RESEARCH & EXPERIMENTAL"
0066-4219,ANNUAL REVIEW OF MEDICINE,SCI,10.954,5,"MEDICINE, RESEARCH & EXPERIMENTAL"
0098-2997,MOLECULAR ASPECTS OF MEDICINE,SCIE,10.860,6,"MEDICINE, RESEARCH & EXPERIMENTAL"
1757-4676,EMBO MOLECULAR MEDICINE,SCIE,9.547,7,"MEDICINE, RESEARCH & EXPERIMENTAL"
1471-4914,TRENDS IN MOLECULAR MEDICINE,SCI,9.292,8,"MEDICINE, RESEARCH & EXPERIMENTAL"
1838-7640,THERANOSTICS,SCIE,8.854,9,"MEDICINE, RESEARCH & EXPERIMENTAL"
1525-0016,MOLECULAR THERAPY,SCI,6.938,10,"MEDICINE, RESEARCH & EXPERIMENTAL"
1868-596X,ALTEX-ALTERNATIVES TO ANIMAL EXPERIMENTATION,SCIE,5.824,11,"MEDICINE, RESEARCH & EXPERIMENTAL"
1462-3994,EXPERT REVIEWS IN MOLECULAR MEDICINE,SCIE,5.710,12,"MEDICINE, RESEARCH & EXPERIMENTAL"
1549-9634,NANOMEDICINE-NANOTECHNOLOGY BIOLOGY AND MEDICINE,SCIE,5.671,13,"MEDICINE, RESEARCH & EXPERIMENTAL"
1226-3613,EXPERIMENTAL AND MOLECULAR MEDICINE,SCI,5.164,14,"MEDICINE, RESEARCH & EXPERIMENTAL"
2162-2531,MOLECULAR THERAPY-NUCLEIC ACIDS,SCIE,5.048,15,"MEDICINE, RESEARCH & EXPERIMENTAL"
0143-5221,CLINICAL SCIENCE,SCI,4.996,16,"MEDICINE, RESEARCH & EXPERIMENTAL"
1582-4934,JOURNAL OF CELLULAR AND MOLECULAR MEDICINE,SCIE,4.938,17,"MEDICINE, RESEARCH & EXPERIMENTAL"
2157-1422,COLD SPRING HARBOR PERSPECTIVES IN MEDICINE,SCIE,4.866,18,"MEDICINE, RESEARCH & EXPERIMENTAL"
0946-2716,JOURNAL OF MOLECULAR MEDICINE-JMM,SCI,4.855,19,"MEDICINE, RESEARCH & EXPERIMENTAL"
1931-5244,TRANSLATIONAL RESEARCH,SCI,4.557,20,"MEDICINE, RESEARCH & EXPERIMENTAL"
1757-6512,STEM CELL RESEARCH & THERAPY,SCIE,4.504,21,"MEDICINE, RESEARCH & EXPERIMENTAL"
1543-8384,MOLECULAR PHARMACEUTICS,SCIE,4.342,22,"MEDICINE, RESEARCH & EXPERIMENTAL"
0023-6837,LABORATORY INVESTIGATION,SCI,4.202,23,"MEDICINE, RESEARCH & EXPERIMENTAL"
1942-0862,MABS,SCIE,4.161,24,"MEDICINE, RESEARCH & EXPERIMENTAL"
1939-5116,WILEY INTERDISCIPLINARY REVIEWS-NANOMEDICINE AND NANOBIOTECHNOLOGY,SCIE,4.095,25,"MEDICINE, RESEARCH & EXPERIMENTAL"
1043-0342,HUMAN GENE THERAPY,SCI,4.062,26,"MEDICINE, RESEARCH & EXPERIMENTAL"
0908-665X,XENOTRANSPLANTATION,SCI,3.789,27,"MEDICINE, RESEARCH & EXPERIMENTAL"
1547-3287,STEM CELLS AND DEVELOPMENT,SCI,3.777,28,"MEDICINE, RESEARCH & EXPERIMENTAL"
1524-9557,JOURNAL OF IMMUNOTHERAPY,SCI,3.712,29,"MEDICINE, RESEARCH & EXPERIMENTAL"
